========== KATEGORİ: Actor/Body ==========
UI İsmi: HD Neutral F_Body Ratio  |  Kod ID: 2025-08-21-12-30-11_hd neutral f_body ratio_0820_body  |  Range: [1.0, 0.0]
UI İsmi: HD Neutral F_Body Shape  |  Kod ID: 2025-08-21-12-21-26_hd neutral f_body shape_0821_body  |  Range: [1.0, 0.0]
UI İsmi: HD Neutral M_Body Ratio  |  Kod ID: 2025-08-19-21-43-59_hd neutral m_body ratio_body  |  Range: [1.0, 0.0]
UI İsmi: HD Neutral M_Body Shape  |  Kod ID: 2025-08-20-09-11-56_hd neutral m_body shape_body  |  Range: [1.0, 0.0]
UI İsmi: Male Muscular Abs  |  Kod ID: 2025-05-08-15-26-33_embed_athetic_abs_iso_01  |  Range: [1.0, 0.0]
UI İsmi: Male Muscular Arm  |  Kod ID: 2025-05-05-12-31-36_embed_athetic_arn_01  |  Range: [1.0, 0.0]
UI İsmi: Male Muscular Back  |  Kod ID: 2025-05-05-12-31-03_embed_athetic_back_01  |  Range: [1.0, 0.0]
UI İsmi: Male Muscular Body  |  Kod ID: 2025-06-10-14-59-45_embed_athetic_fullbodty_03  |  Range: [1.0, 0.0]
UI İsmi: Male Muscular Calf  |  Kod ID: 2025-05-05-12-33-02_embed_athetic_calf_01  |  Range: [1.0, 0.0]
UI İsmi: Male Muscular Chest A  |  Kod ID: 2025-05-05-12-07-08_embed_athetic_chest_01  |  Range: [1.0, 0.0]
UI İsmi: Male Muscular Chest B  |  Kod ID: 2025-05-08-11-32-58_embed_athetic_chest_02  |  Range: [1.0, 0.0]
UI İsmi: Male Muscular Chest C  |  Kod ID: 2025-06-10-15-34-47_embed_athetic_chest_c  |  Range: [1.0, 0.0]
UI İsmi: Male Muscular Foot  |  Kod ID: 2025-05-08-16-26-03_embed_wip_foot_01  |  Range: [1.0, 0.0]
UI İsmi: Male Muscular Hand  |  Kod ID: 2025-05-07-18-22-29_embed_wip_hand_01  |  Range: [1.0, 0.0]
UI İsmi: Male Muscular Neck  |  Kod ID: 2025-05-05-13-47-33_embed_athetic_chest_01  |  Range: [1.0, 0.0]
UI İsmi: Male Muscular Obliques  |  Kod ID: 2025-05-08-15-29-44_embed_athetic_side_abs_01  |  Range: [1.0, 0.0]
UI İsmi: Male Muscular Shoulder  |  Kod ID: 2025-05-05-12-22-16_embed_athetic_shoulder_01  |  Range: [1.0, 0.0]
UI İsmi: Male Muscular Thigh  |  Kod ID: 2025-05-05-12-32-25_embed_athetic_thigh_01  |  Range: [1.0, 0.0]
UI İsmi: Male Muscular Waist  |  Kod ID: 2025-05-05-12-18-34_embed_athetic_abs_01  |  Range: [1.0, 0.0]
UI İsmi: Male Skinny Abs  |  Kod ID: 2025-05-07-13-43-26_pack_skinny_abs_01  |  Range: [1.0, 0.0]
UI İsmi: Male Skinny Arm  |  Kod ID: 2025-05-07-14-12-07_pack_skinny_arm_01  |  Range: [1.0, 0.0]
UI İsmi: Male Skinny Back  |  Kod ID: 2025-06-10-17-08-24_pack_skinny_back_02  |  Range: [1.0, 0.0]
UI İsmi: Male Skinny Body  |  Kod ID: 2025-06-10-16-36-51_pack_skinny_fullbody_01  |  Range: [1.0, 0.0]
UI İsmi: Male Skinny Buttocks  |  Kod ID: 2025-06-10-17-01-51_pack_skinny_bottom_02  |  Range: [1.0, 0.0]
UI İsmi: Male Skinny Calf  |  Kod ID: 2025-05-07-14-35-43_pack_skinny_calf_01  |  Range: [1.0, 0.0]
UI İsmi: Male Skinny Chest  |  Kod ID: 2025-05-08-14-58-30_pack_skinny_chest_03  |  Range: [1.0, 0.0]
UI İsmi: Male Skinny Foot  |  Kod ID: 2025-07-08-11-24-43_pack_skinny_foot  |  Range: [1.0, 0.0]
UI İsmi: Male Skinny Hand  |  Kod ID: 2025-07-08-11-13-40_pack_skinny_hand  |  Range: [1.0, 0.0]
UI İsmi: Male Skinny Neck  |  Kod ID: 2025-05-07-12-04-51_pack_skinny_neck_01  |  Range: [1.0, 0.0]
UI İsmi: Male Skinny Rib Cage  |  Kod ID: 2025-05-07-12-27-17_pack_skinny_rib_01  |  Range: [1.0, 0.0]
UI İsmi: Male Skinny Shoulder  |  Kod ID: 2025-05-07-12-21-11_pack_skinny_shoulder_01  |  Range: [1.0, 0.0]
UI İsmi: Male Skinny Spine  |  Kod ID: 2025-05-07-14-17-56_pack_skinny_spine_01  |  Range: [1.0, 0.0]
UI İsmi: Male Skinny Thigh  |  Kod ID: 2025-06-10-17-18-17_pack_skinny_thigh_02  |  Range: [1.0, 0.0]
UI İsmi: Toon Neutral_F_Body Ratio  |  Kod ID: 2025-08-23-12-55-43_toon neutral_f_body ratio  |  Range: [1.0, 0.0]
UI İsmi: Toon Neutral_M_Body Ratio  |  Kod ID: 2025-08-23-13-05-28_toon neutral_m_body ratio  |  Range: [1.0, 0.0]

========== KATEGORİ: Actor/HD Body/CC Embed Morphs/CC4 Characters ==========
UI İsmi: CC4 Alika_Body Ratio  |  Kod ID: 2025-08-25-11-45-49_alika_body ratio_body  |  Range: [1.0, 0.0]
UI İsmi: CC4 Alika_Body Shape  |  Kod ID: 2025-08-25-11-43-58_alika_body shape_body  |  Range: [1.0, 0.0]
UI İsmi: CC4 Camila_Body Ratio  |  Kod ID: 2025-08-22-11-48-30_camila_body ratio_body  |  Range: [1.0, 0.0]
UI İsmi: CC4 Camila_Body Shape  |  Kod ID: 2025-08-22-11-30-58_camila_body shape_body  |  Range: [1.0, 0.0]
UI İsmi: CC4 Eddy_Body Ratio  |  Kod ID: 2025-08-22-13-54-58_cc5 eddy_body  |  Range: [1.0, 0.0]
UI İsmi: CC4 Eddy_Body Shape  |  Kod ID: 2025-08-22-13-51-51_eddy_body shape_body  |  Range: [1.0, 0.0]
UI İsmi: CC4 Kevin_Body Ratio  |  Kod ID: 2025-08-22-10-44-16_kevin_body ratio_body  |  Range: [1.0, 0.0]
UI İsmi: CC4 Kevin_Body Shape  |  Kod ID: 2025-08-22-10-34-26_kevin_body shape_body  |  Range: [1.0, 0.0]
UI İsmi: Toon Neutral_F_Body Ratio  |  Kod ID: 2025-08-23-12-55-43_toon neutral_f_body ratio  |  Range: [1.0, 0.0]
UI İsmi: Toon Neutral_M_Body Ratio  |  Kod ID: 2025-08-23-13-05-28_toon neutral_m_body ratio  |  Range: [1.0, 0.0]

========== KATEGORİ: Actor/HD Body/CC Embed Morphs/CC4 Characters/Body Ratio ==========
UI İsmi: CC4 Alika_Body Ratio  |  Kod ID: 2025-08-25-11-45-49_alika_body ratio_body  |  Range: [1.0, 0.0]
UI İsmi: CC4 Camila_Body Ratio  |  Kod ID: 2025-08-22-11-48-30_camila_body ratio_body  |  Range: [1.0, 0.0]
UI İsmi: CC4 Eddy_Body Ratio  |  Kod ID: 2025-08-22-13-54-58_cc5 eddy_body  |  Range: [1.0, 0.0]
UI İsmi: CC4 Kevin_Body Ratio  |  Kod ID: 2025-08-22-10-44-16_kevin_body ratio_body  |  Range: [1.0, 0.0]
UI İsmi: Toon Neutral_F_Body Ratio  |  Kod ID: 2025-08-23-12-55-43_toon neutral_f_body ratio  |  Range: [1.0, 0.0]
UI İsmi: Toon Neutral_M_Body Ratio  |  Kod ID: 2025-08-23-13-05-28_toon neutral_m_body ratio  |  Range: [1.0, 0.0]

========== KATEGORİ: Actor/HD Body/CC Embed Morphs/CC4 Characters/Body Shape ==========
UI İsmi: CC4 Alika_Body Shape  |  Kod ID: 2025-08-25-11-43-58_alika_body shape_body  |  Range: [1.0, 0.0]
UI İsmi: CC4 Camila_Body Shape  |  Kod ID: 2025-08-22-11-30-58_camila_body shape_body  |  Range: [1.0, 0.0]
UI İsmi: CC4 Eddy_Body Shape  |  Kod ID: 2025-08-22-13-51-51_eddy_body shape_body  |  Range: [1.0, 0.0]
UI İsmi: CC4 Kevin_Body Shape  |  Kod ID: 2025-08-22-10-34-26_kevin_body shape_body  |  Range: [1.0, 0.0]
UI İsmi: Toon Neutral_F_Body Ratio  |  Kod ID: 2025-08-23-12-55-43_toon neutral_f_body ratio  |  Range: [1.0, 0.0]
UI İsmi: Toon Neutral_M_Body Ratio  |  Kod ID: 2025-08-23-13-05-28_toon neutral_m_body ratio  |  Range: [1.0, 0.0]

========== KATEGORİ: Actor/HD Body/CC Embed Morphs/CC5 Characters ==========
UI İsmi: HD Aaron_Body Ratio  |  Kod ID: 2025-08-14-19-52-23_aaron_body ratio  |  Range: [1.0, 0.0]
UI İsmi: HD Aaron_Body Shape  |  Kod ID: 2025-08-27-01-06-38_aaron_body shape  |  Range: [1.0, 0.0]
UI İsmi: HD Ariana_Body Ratio  |  Kod ID: 2025-08-14-15-52-15_ariana_body ratio_body  |  Range: [1.0, 0.0]
UI İsmi: HD Ariana_Body Shape  |  Kod ID: 2025-08-14-15-50-35_ariana_body details_body  |  Range: [1.0, 0.0]
UI İsmi: HD Gibro_Body Ratio  |  Kod ID: 2025-08-15-16-46-49_gibro_body ratio_body  |  Range: [1.0, 0.0]
UI İsmi: HD Gibro_Body Shape  |  Kod ID: 2025-08-15-16-43-14_gibro_body shape_body  |  Range: [1.0, 0.0]
UI İsmi: HD Mila_Body Ratio  |  Kod ID: 2025-08-15-19-53-01_mila  |  Range: [1.0, 0.0]
UI İsmi: HD Mila_Body Shape  |  Kod ID: 2025-08-15-19-47-59_toon girl shape_v5_body  |  Range: [1.0, 0.0]
UI İsmi: HD Neutral F_Body Ratio  |  Kod ID: 2025-08-21-12-30-11_hd neutral f_body ratio_0820_body  |  Range: [1.0, 0.0]
UI İsmi: HD Neutral F_Body Shape  |  Kod ID: 2025-08-21-12-21-26_hd neutral f_body shape_0821_body  |  Range: [1.0, 0.0]
UI İsmi: HD Neutral M_Body Ratio  |  Kod ID: 2025-08-19-21-43-59_hd neutral m_body ratio_body  |  Range: [1.0, 0.0]
UI İsmi: HD Neutral M_Body Shape  |  Kod ID: 2025-08-20-09-11-56_hd neutral m_body shape_body  |  Range: [1.0, 0.0]

========== KATEGORİ: Actor/HD Body/CC Embed Morphs/CC5 Characters/Body Ratio ==========
UI İsmi: HD Aaron_Body Ratio  |  Kod ID: 2025-08-14-19-52-23_aaron_body ratio  |  Range: [1.0, 0.0]
UI İsmi: HD Ariana_Body Ratio  |  Kod ID: 2025-08-14-15-52-15_ariana_body ratio_body  |  Range: [1.0, 0.0]
UI İsmi: HD Gibro_Body Ratio  |  Kod ID: 2025-08-15-16-46-49_gibro_body ratio_body  |  Range: [1.0, 0.0]
UI İsmi: HD Mila_Body Ratio  |  Kod ID: 2025-08-15-19-53-01_mila  |  Range: [1.0, 0.0]
UI İsmi: HD Neutral F_Body Ratio  |  Kod ID: 2025-08-21-12-30-11_hd neutral f_body ratio_0820_body  |  Range: [1.0, 0.0]
UI İsmi: HD Neutral M_Body Ratio  |  Kod ID: 2025-08-19-21-43-59_hd neutral m_body ratio_body  |  Range: [1.0, 0.0]

========== KATEGORİ: Actor/HD Body/CC Embed Morphs/CC5 Characters/Body Shape ==========
UI İsmi: HD Aaron_Body Shape  |  Kod ID: 2025-08-27-01-06-38_aaron_body shape  |  Range: [1.0, 0.0]
UI İsmi: HD Ariana_Body Shape  |  Kod ID: 2025-08-14-15-50-35_ariana_body details_body  |  Range: [1.0, 0.0]
UI İsmi: HD Gibro_Body Shape  |  Kod ID: 2025-08-15-16-43-14_gibro_body shape_body  |  Range: [1.0, 0.0]
UI İsmi: HD Mila_Body Shape  |  Kod ID: 2025-08-15-19-47-59_toon girl shape_v5_body  |  Range: [1.0, 0.0]
UI İsmi: HD Neutral F_Body Shape  |  Kod ID: 2025-08-21-12-21-26_hd neutral f_body shape_0821_body  |  Range: [1.0, 0.0]
UI İsmi: HD Neutral M_Body Shape  |  Kod ID: 2025-08-20-09-11-56_hd neutral m_body shape_body  |  Range: [1.0, 0.0]

========== KATEGORİ: Actor/HD Body/CC Embed Morphs/Male Muscular ==========
UI İsmi: Male Muscular Abs  |  Kod ID: 2025-05-08-15-26-33_embed_athetic_abs_iso_01  |  Range: [1.0, 0.0]
UI İsmi: Male Muscular Arm  |  Kod ID: 2025-05-05-12-31-36_embed_athetic_arn_01  |  Range: [1.0, 0.0]
UI İsmi: Male Muscular Back  |  Kod ID: 2025-05-05-12-31-03_embed_athetic_back_01  |  Range: [1.0, 0.0]
UI İsmi: Male Muscular Body  |  Kod ID: 2025-06-10-14-59-45_embed_athetic_fullbodty_03  |  Range: [1.0, 0.0]
UI İsmi: Male Muscular Calf  |  Kod ID: 2025-05-05-12-33-02_embed_athetic_calf_01  |  Range: [1.0, 0.0]
UI İsmi: Male Muscular Chest A  |  Kod ID: 2025-05-05-12-07-08_embed_athetic_chest_01  |  Range: [1.0, 0.0]
UI İsmi: Male Muscular Chest B  |  Kod ID: 2025-05-08-11-32-58_embed_athetic_chest_02  |  Range: [1.0, 0.0]
UI İsmi: Male Muscular Chest C  |  Kod ID: 2025-06-10-15-34-47_embed_athetic_chest_c  |  Range: [1.0, 0.0]
UI İsmi: Male Muscular Foot  |  Kod ID: 2025-05-08-16-26-03_embed_wip_foot_01  |  Range: [1.0, 0.0]
UI İsmi: Male Muscular Hand  |  Kod ID: 2025-05-07-18-22-29_embed_wip_hand_01  |  Range: [1.0, 0.0]
UI İsmi: Male Muscular Neck  |  Kod ID: 2025-05-05-13-47-33_embed_athetic_chest_01  |  Range: [1.0, 0.0]
UI İsmi: Male Muscular Obliques  |  Kod ID: 2025-05-08-15-29-44_embed_athetic_side_abs_01  |  Range: [1.0, 0.0]
UI İsmi: Male Muscular Shoulder  |  Kod ID: 2025-05-05-12-22-16_embed_athetic_shoulder_01  |  Range: [1.0, 0.0]
UI İsmi: Male Muscular Thigh  |  Kod ID: 2025-05-05-12-32-25_embed_athetic_thigh_01  |  Range: [1.0, 0.0]
UI İsmi: Male Muscular Waist  |  Kod ID: 2025-05-05-12-18-34_embed_athetic_abs_01  |  Range: [1.0, 0.0]

========== KATEGORİ: Actor/HD Body/CC Embed Morphs/Male Skinny ==========
UI İsmi: Male Skinny Abs  |  Kod ID: 2025-05-07-13-43-26_pack_skinny_abs_01  |  Range: [1.0, 0.0]
UI İsmi: Male Skinny Arm  |  Kod ID: 2025-05-07-14-12-07_pack_skinny_arm_01  |  Range: [1.0, 0.0]
UI İsmi: Male Skinny Back  |  Kod ID: 2025-06-10-17-08-24_pack_skinny_back_02  |  Range: [1.0, 0.0]
UI İsmi: Male Skinny Body  |  Kod ID: 2025-06-10-16-36-51_pack_skinny_fullbody_01  |  Range: [1.0, 0.0]
UI İsmi: Male Skinny Buttocks  |  Kod ID: 2025-06-10-17-01-51_pack_skinny_bottom_02  |  Range: [1.0, 0.0]
UI İsmi: Male Skinny Calf  |  Kod ID: 2025-05-07-14-35-43_pack_skinny_calf_01  |  Range: [1.0, 0.0]
UI İsmi: Male Skinny Chest  |  Kod ID: 2025-05-08-14-58-30_pack_skinny_chest_03  |  Range: [1.0, 0.0]
UI İsmi: Male Skinny Foot  |  Kod ID: 2025-07-08-11-24-43_pack_skinny_foot  |  Range: [1.0, 0.0]
UI İsmi: Male Skinny Hand  |  Kod ID: 2025-07-08-11-13-40_pack_skinny_hand  |  Range: [1.0, 0.0]
UI İsmi: Male Skinny Neck  |  Kod ID: 2025-05-07-12-04-51_pack_skinny_neck_01  |  Range: [1.0, 0.0]
UI İsmi: Male Skinny Rib Cage  |  Kod ID: 2025-05-07-12-27-17_pack_skinny_rib_01  |  Range: [1.0, 0.0]
UI İsmi: Male Skinny Shoulder  |  Kod ID: 2025-05-07-12-21-11_pack_skinny_shoulder_01  |  Range: [1.0, 0.0]
UI İsmi: Male Skinny Spine  |  Kod ID: 2025-05-07-14-17-56_pack_skinny_spine_01  |  Range: [1.0, 0.0]
UI İsmi: Male Skinny Thigh  |  Kod ID: 2025-06-10-17-18-17_pack_skinny_thigh_02  |  Range: [1.0, 0.0]

